date,time,district,lat,lon,civ.race,civ.gender,civ.age,civ.injured,force_id,officer_id,month,civilian_race_short,hour
2013-08-31,2013-08-31T16:32:00Z,7,41.764187,-87.65046,BLACK,MALE,30,0,53118,19606,2013-08-01,civilian_black,16
2013-10-05,2013-10-05T19:54:00Z,7,41.765984,-87.626564,BLACK,MALE,56,0,53688,19606,2013-10-01,civilian_black,19
2014-02-03,2014-02-03T19:59:00Z,7,41.789257,-87.66932,BLACK,MALE,49,0,55085,19606,2014-02-01,civilian_black,19
2014-06-02,2014-06-02T17:58:00Z,7,41.78567,-87.67408,BLACK,MALE,21,1,56900,19606,2014-06-01,civilian_black,17
2015-04-05,2015-04-05T06:29:00Z,7,41.76206,-87.67347,BLACK,FEMALE,37,0,61612,19606,2015-04-01,civilian_black,6
2014-06-24,2014-06-24T18:30:00Z,4,41.741833,-87.55759,BLACK,MALE,27,1,57365,19609,2014-06-01,civilian_black,18
2014-08-26,2014-08-26T19:28:00Z,4,41.748646,-87.594215,BLACK,MALE,26,1,58573,19609,2014-08-01,civilian_black,19
2014-08-26,2014-08-26T19:28:00Z,4,41.748646,-87.594215,BLACK,FEMALE,21,0,58576,19609,2014-08-01,civilian_black,19
2014-11-11,2014-11-11T17:46:00Z,4,NA,NA,BLACK,FEMALE,23,0,59725,19609,2014-11-01,civilian_black,17
2014-12-27,2014-12-27T15:19:00Z,4,NA,NA,BLACK,FEMALE,19,0,60290,19609,2014-12-01,civilian_black,15
2015-03-06,2015-03-06T17:03:00Z,4,41.749912,-87.56663,BLACK,MALE,27,0,61172,19609,2015-03-01,civilian_black,17
2015-03-22,2015-03-22T16:43:00Z,4,41.744526,-87.56178,BLACK,MALE,25,0,61409,19609,2015-03-01,civilian_black,16
2015-04-22,2015-04-22T17:29:00Z,4,41.734715,-87.54441,BLACK,MALE,20,0,61897,19609,2015-04-01,civilian_black,17
2013-08-06,2013-08-06T17:48:00Z,15,41.880495,-87.749805,BLACK,MALE,61,0,52683,19612,2013-08-01,civilian_black,17
2013-08-17,2013-08-17T16:00:00Z,15,41.87561,-87.745094,BLACK,MALE,34,0,52870,19612,2013-08-01,civilian_black,16
2012-03-07,2012-03-07T16:47:00Z,11,41.873463,-87.72383,BLACK,MALE,43,0,44261,19617,2012-03-01,civilian_black,16
2012-04-06,2012-04-06T15:50:00Z,11,41.867634,-87.69961,BLACK,MALE,27,0,44764,19617,2012-04-01,civilian_black,15
2013-03-31,2013-03-31T14:51:00Z,11,41.875465,-87.710014,BLACK,MALE,24,1,50447,19617,2013-03-01,civilian_black,14
2013-04-16,2013-04-16T21:20:00Z,11,41.8669,-87.698364,BLACK,MALE,24,0,50707,19617,2013-04-01,civilian_black,21
2013-05-10,2013-05-10T17:40:00Z,11,41.8669,-87.698364,BLACK,MALE,33,0,51128,19617,2013-05-01,civilian_black,17
2013-06-26,2013-06-26T16:35:00Z,11,NA,NA,BLACK,MALE,47,1,52008,19617,2013-06-01,civilian_black,16
2012-04-20,2012-04-20T22:39:00Z,6,41.750378,-87.662415,BLACK,MALE,24,0,44960,19623,2012-04-01,civilian_black,22
2012-10-05,2012-10-05T23:35:00Z,6,NA,NA,BLACK,MALE,45,0,47958,19623,2012-10-01,civilian_black,23
2014-06-18,2014-06-18T11:45:00Z,3,41.76498,-87.57628,BLACK,MALE,42,1,57243,19623,2014-06-01,civilian_black,11
2015-04-20,2015-04-20T10:10:00Z,3,41.773464,-87.576065,BLACK,FEMALE,21,0,61871,19623,2015-04-01,civilian_black,10
2013-11-18,2013-11-18T17:39:00Z,3,41.78172,-87.601105,BLACK,FEMALE,28,1,54240,19637,2013-11-01,civilian_black,17
2013-04-13,2013-04-13T00:19:00Z,9,NA,NA,HISPANIC,MALE,30,0,50649,19638,2013-04-01,civilian_hisp,0
2013-07-12,2013-07-12T00:40:00Z,9,41.79506,-87.67434,BLACK,MALE,23,0,52284,19638,2013-07-01,civilian_black,0
2013-10-29,2013-10-29T00:25:00Z,9,41.83984,-87.66171,BLACK,MALE,24,0,53971,19638,2013-10-01,civilian_black,0
2012-01-15,2012-01-15T16:30:00Z,6,41.75128,-87.60575,BLACK,FEMALE,30,0,43498,19645,2012-01-01,civilian_black,16
2012-03-14,2012-03-14T21:22:00Z,6,41.751728,-87.64408,BLACK,MALE,31,0,44372,19645,2012-03-01,civilian_black,21
2012-05-04,2012-05-04T20:29:00Z,8,NA,NA,BLACK,MALE,29,0,45212,19647,2012-05-01,civilian_black,20
2012-06-08,2012-06-08T21:51:00Z,8,41.772747,-87.6908,BLACK,MALE,24,0,45844,19647,2012-06-01,civilian_black,21
2012-12-05,2012-12-05T21:40:00Z,8,41.8103,-87.74691,BLACK,MALE,37,0,48780,19647,2012-12-01,civilian_black,21
2012-07-12,2012-07-12T16:03:00Z,7,41.77978,-87.67029,BLACK,FEMALE,36,0,46481,19648,2012-07-01,civilian_black,16
2012-02-22,2012-02-22T21:19:00Z,6,41.757343,-87.61145,BLACK,MALE,23,1,44052,19655,2012-02-01,civilian_black,21
2012-03-16,2012-03-16T19:00:00Z,6,41.751728,-87.64408,BLACK,MALE,23,0,44411,19655,2012-03-01,civilian_black,19
2012-03-28,2012-03-28T17:07:00Z,6,41.750397,-87.60153,BLACK,MALE,34,0,44631,19655,2012-03-01,civilian_black,17
2012-05-25,2012-05-25T19:34:00Z,6,41.72265,-87.62508,BLACK,MALE,27,0,45620,19655,2012-05-01,civilian_black,19
2012-06-12,2012-06-12T14:44:00Z,6,41.75165,-87.65014,BLACK,MALE,18,0,45914,19655,2012-06-01,civilian_black,14
2012-06-02,2012-06-02T00:25:00Z,3,41.7741,-87.615486,BLACK,MALE,51,0,45716,19661,2012-06-01,civilian_black,0
2014-03-04,2014-03-04T23:50:00Z,8,41.80669,-87.728455,HISPANIC,MALE,27,0,55459,19663,2014-03-01,civilian_hisp,23
2015-10-14,2015-10-14T22:50:00Z,7,NA,NA,BLACK,FEMALE,20,0,64825,19669,2015-10-01,civilian_black,22
2015-09-26,2015-09-26T22:00:00Z,11,NA,NA,BLACK,MALE,44,0,64499,19678,2015-09-01,civilian_black,22
2014-09-01,2014-09-01T04:10:00Z,8,41.792847,-87.779976,HISPANIC,MALE,46,1,58669,19682,2014-09-01,civilian_hisp,4
2015-07-21,2015-07-21T01:22:00Z,8,41.790962,-87.79398,HISPANIC,MALE,34,1,63425,19682,2015-07-01,civilian_hisp,1
2015-07-25,2015-07-25T23:55:00Z,8,41.79242,-87.778366,HISPANIC,MALE,22,0,63518,19682,2015-07-01,civilian_hisp,23
2015-07-26,2015-07-26T00:02:00Z,8,41.79242,-87.778366,HISPANIC,FEMALE,41,0,63520,19682,2015-07-01,civilian_hisp,0
2014-02-19,2014-02-19T00:04:00Z,24,42.01256,-87.679245,BLACK,MALE,24,0,55292,19688,2014-02-01,civilian_black,0
2014-04-09,2014-04-09T23:31:00Z,24,42.006676,-87.66699,BLACK,MALE,19,0,55963,19688,2014-04-01,civilian_black,23
2014-04-14,2014-04-14T01:21:00Z,24,42.011772,-87.69025,HISPANIC,MALE,21,1,56043,19688,2014-04-01,civilian_hisp,1
2015-05-11,2015-05-11T01:08:00Z,24,42.000187,-87.67508,BLACK,MALE,20,0,62143,19688,2015-05-01,civilian_black,1
2015-12-19,2015-12-19T03:39:00Z,24,41.99929,-87.67103,WHITE,MALE,35,0,65611,19688,2015-12-01,civilian_white,3
2014-05-11,2014-05-11T02:38:00Z,15,41.8806985,-87.76171,BLACK,MALE,42,0,56497,19697,2014-05-01,civilian_black,2
2015-03-31,2015-03-31T03:37:00Z,15,41.877193,-87.74516,BLACK,FEMALE,28,0,61539,19697,2015-03-01,civilian_black,3
2014-03-27,2014-03-27T23:38:00Z,8,41.73649,-87.72035,BLACK,MALE,40,0,55764,19702,2014-03-01,civilian_black,23
2014-01-01,2014-01-01T04:15:00Z,15,NA,NA,BLACK,MALE,43,1,54741,19705,2014-01-01,civilian_black,4
2014-05-20,2014-05-20T00:57:00Z,11,41.89504,-87.744354,BLACK,MALE,31,0,56679,19705,2014-05-01,civilian_black,0
2014-06-12,2014-06-12T04:15:00Z,15,41.88024,-87.76896,BLACK,MALE,29,1,57097,19705,2014-06-01,civilian_black,4
2014-11-28,2014-11-28T04:21:00Z,15,41.897717,-87.752,BLACK,MALE,35,0,59910,19705,2014-11-01,civilian_black,4
2013-08-28,2013-08-28T17:20:00Z,25,41.90826,-87.76339,HISPANIC,MALE,20,0,53083,19710,2013-08-01,civilian_hisp,17
2013-10-18,2013-10-18T21:24:00Z,25,41.908367,-87.7547,BLACK,MALE,30,0,53844,19710,2013-10-01,civilian_black,21
2014-03-03,2014-03-03T15:54:00Z,17,NA,NA,WHITE,MALE,39,0,55434,19710,2014-03-01,civilian_white,15
2012-04-22,2012-04-22T20:07:00Z,4,NA,NA,BLACK,MALE,44,1,44978,19712,2012-04-01,civilian_black,20
2015-02-27,2015-02-27T00:49:00Z,22,41.725807,-87.65914,BLACK,MALE,28,0,61071,19728,2015-02-01,civilian_black,0
2013-07-25,2013-07-25T20:30:00Z,6,41.751728,-87.64408,BLACK,FEMALE,23,1,52489,19735,2013-07-01,civilian_black,20
2015-02-18,2015-02-18T19:40:00Z,4,41.74381,-87.54546,BLACK,MALE,29,0,60970,19738,2015-02-01,civilian_black,19
2012-07-22,2012-07-22T21:57:00Z,6,41.74667,-87.66721,BLACK,MALE,34,1,46681,19739,2012-07-01,civilian_black,21
2014-02-23,2014-02-23T03:58:00Z,6,41.75003,-87.61127,BLACK,FEMALE,30,1,55357,19739,2014-02-01,civilian_black,3
2015-10-11,2015-10-11T00:56:00Z,25,41.93817,-87.766495,WHITE,MALE,21,1,64741,19742,2015-10-01,civilian_white,0
2012-08-28,2012-08-28T16:00:00Z,7,41.76405,-87.66088,BLACK,MALE,53,0,47367,19744,2012-08-01,civilian_black,16
2014-11-30,2014-11-30T04:32:00Z,8,41.77924,-87.685265,BLACK,MALE,28,0,59932,19748,2014-11-01,civilian_black,4
2015-08-02,2015-08-02T01:46:00Z,7,41.760544,-87.65037,BLACK,MALE,22,0,63634,19748,2015-08-01,civilian_black,1
2015-10-07,2015-10-07T01:04:00Z,7,41.76118,-87.67257,BLACK,MALE,29,0,64668,19748,2015-10-01,civilian_black,1
2012-05-13,2012-05-13T17:45:00Z,11,41.89441,-87.72117,BLACK,MALE,34,1,45368,19749,2012-05-01,civilian_black,17
2012-07-13,2012-07-13T20:48:00Z,11,41.8899,-87.722946,BLACK,MALE,31,1,46499,19749,2012-07-01,civilian_black,20
2013-08-13,2013-08-13T16:39:00Z,11,41.88075,-87.72448,BLACK,MALE,23,1,52800,19749,2013-08-01,civilian_black,16
2012-02-04,2012-02-04T19:08:00Z,24,NA,NA,BLACK,FEMALE,31,0,43809,19750,2012-02-01,civilian_black,19
2012-05-12,2012-05-12T18:02:00Z,24,41.9969,-87.68559,HISPANIC,MALE,22,1,45360,19750,2012-05-01,civilian_hisp,18
2013-05-18,2013-05-18T00:12:00Z,24,41.99497,-87.69347,HISPANIC,MALE,23,1,51265,19750,2013-05-01,civilian_hisp,0
2013-06-23,2013-06-23T20:59:00Z,24,42.00651,-87.67687,HISPANIC,MALE,30,1,51947,19750,2013-06-01,civilian_hisp,20
2012-12-22,2012-12-22T22:35:00Z,25,41.91456,-87.75586,HISPANIC,MALE,26,1,49046,19756,2012-12-01,civilian_hisp,22
2013-07-24,2013-07-24T02:52:00Z,3,41.76327,-87.56522,BLACK,MALE,38,1,52469,19758,2013-07-01,civilian_black,2
2012-12-13,2012-12-13T08:45:00Z,5,NA,NA,BLACK,MALE,38,0,48880,19775,2012-12-01,civilian_black,8
2012-12-13,2012-12-13T07:30:00Z,5,NA,NA,BLACK,MALE,38,0,48878,19775,2012-12-01,civilian_black,7
2012-01-27,2012-01-27T16:35:00Z,12,NA,NA,NATIVE AMERICAN/ALASKAN NATIVE,MALE,45,0,43638,19790,2012-01-01,civilian_native,16
2014-10-13,2014-10-13T18:10:00Z,12,NA,NA,BLACK,MALE,50,0,59271,19790,2014-10-01,civilian_black,18
2015-07-27,2015-07-27T14:59:00Z,22,41.733204,-87.6557,BLACK,MALE,21,0,63541,19790,2015-07-01,civilian_black,14
2014-06-24,2014-06-24T01:15:00Z,9,41.82082,-87.70315,WHITE,MALE,33,0,57345,19793,2014-06-01,civilian_white,1
2012-07-01,2012-07-01T06:10:00Z,18,41.89653,-87.63929,ASIAN/PACIFIC ISLANDER,MALE,20,0,46250,19794,2012-07-01,civilian_aapi,6
2014-08-10,2014-08-10T23:10:00Z,6,41.754036,-87.60283,BLACK,MALE,38,1,58303,19801,2014-08-01,civilian_black,23
2013-01-27,2013-01-27T04:48:00Z,3,NA,NA,BLACK,MALE,24,0,49502,19807,2013-01-01,civilian_black,4
2015-05-13,2015-05-13T18:10:00Z,25,41.927654,-87.7856,HISPANIC,MALE,20,1,62178,19811,2015-05-01,civilian_hisp,18
2013-06-03,2013-06-03T22:15:00Z,6,NA,NA,BLACK,MALE,33,0,51583,19820,2013-06-01,civilian_black,22
2013-07-01,2013-07-01T22:00:00Z,6,41.7509535,-87.624872,BLACK,FEMALE,22,0,52113,19820,2013-07-01,civilian_black,22
2014-06-22,2014-06-22T18:50:00Z,8,41.743126,-87.72021,BLACK,FEMALE,27,0,57329,19824,2014-06-01,civilian_black,18
2014-11-27,2014-11-27T18:26:00Z,8,41.743126,-87.72021,BLACK,FEMALE,27,0,59905,19824,2014-11-01,civilian_black,18
2015-11-12,2015-11-12T21:32:00Z,7,41.762383,-87.6492,BLACK,MALE,40,0,65220,19826,2015-11-01,civilian_black,21
2015-12-18,2015-12-18T18:05:00Z,7,41.765335,-87.66141,BLACK,MALE,38,0,65604,19826,2015-12-01,civilian_black,18
2014-06-01,2014-06-01T03:50:00Z,11,41.874714,-87.705956,BLACK,FEMALE,22,1,56860,19828,2014-06-01,civilian_black,3
2014-07-12,2014-07-12T22:40:00Z,11,41.879223,-87.699715,BLACK,MALE,34,1,57742,19828,2014-07-01,civilian_black,22
2012-10-06,2012-10-06T17:10:00Z,3,41.76667,-87.60562,BLACK,MALE,47,0,47967,19837,2012-10-01,civilian_black,17
2014-05-10,2014-05-10T23:28:00Z,3,41.775745,-87.61192,BLACK,MALE,31,0,56490,19837,2014-05-01,civilian_black,23
2014-06-13,2014-06-13T02:42:00Z,25,41.934124,-87.757935,HISPANIC,MALE,23,0,57117,19841,2014-06-01,civilian_hisp,2
2014-09-27,2014-09-27T23:10:00Z,25,41.936638,-87.719826,WHITE,FEMALE,28,0,59042,19841,2014-09-01,civilian_white,23
2015-07-11,2015-07-11T00:47:00Z,11,41.867126,-87.7218,BLACK,FEMALE,25,1,63227,19853,2015-07-01,civilian_black,0
2015-07-01,2015-07-01T02:50:00Z,10,NA,NA,BLACK,MALE,19,0,63038,19864,2015-07-01,civilian_black,2
2013-12-21,2013-12-21T00:25:00Z,7,41.77953,-87.66084,BLACK,MALE,34,1,54619,19874,2013-12-01,civilian_black,0
2014-09-04,2014-09-04T16:10:00Z,7,NA,NA,BLACK,MALE,59,0,58729,19874,2014-09-01,civilian_black,16
2012-07-23,2012-07-23T16:25:00Z,6,41.749302,-87.65857,BLACK,FEMALE,21,0,46695,19894,2012-07-01,civilian_black,16
2012-08-29,2012-08-29T15:45:00Z,6,41.751728,-87.64408,BLACK,MALE,24,0,47386,19894,2012-08-01,civilian_black,15
2013-10-13,2013-10-13T17:36:00Z,10,41.84409,-87.73664,HISPANIC,MALE,38,0,53784,19898,2013-10-01,civilian_hisp,17
2014-06-29,2014-06-29T15:20:00Z,19,41.93996,-87.651245,HISPANIC,MALE,19,0,57454,19899,2014-06-01,civilian_hisp,15
2014-07-06,2014-07-06T21:44:00Z,19,41.952637,-87.645035,WHITE,MALE,18,0,57643,19899,2014-07-01,civilian_white,21
2013-05-19,2013-05-19T19:12:00Z,7,41.765896,-87.65779,BLACK,MALE,34,1,51295,19903,2013-05-01,civilian_black,19
2013-10-04,2013-10-04T20:05:00Z,7,41.76809,-87.63353,BLACK,MALE,18,0,53661,19903,2013-10-01,civilian_black,20
2015-05-26,2015-05-26T16:05:00Z,7,41.76778,-87.63107,BLACK,MALE,19,0,62371,19903,2015-05-01,civilian_black,16
2012-03-29,2012-03-29T12:56:00Z,11,NA,NA,BLACK,FEMALE,39,0,44643,19905,2012-03-01,civilian_black,12
2014-02-17,2014-02-17T06:44:00Z,11,41.871735,-87.716835,BLACK,MALE,22,0,55262,19905,2014-02-01,civilian_black,6
2012-03-05,2012-03-05T22:35:00Z,10,NA,NA,HISPANIC,MALE,21,1,44227,19906,2012-03-01,civilian_hisp,22
2012-04-30,2012-04-30T02:51:00Z,10,41.846603,-87.684616,BLACK,MALE,32,1,45091,19906,2012-04-01,civilian_black,2
2013-03-23,2013-03-23T17:33:00Z,10,41.86483,-87.712944,BLACK,MALE,25,0,50318,19906,2013-03-01,civilian_black,17
2015-03-15,2015-03-15T22:35:00Z,15,NA,NA,BLACK,MALE,24,1,61323,19911,2015-03-01,civilian_black,22
2014-01-24,2014-01-24T16:53:00Z,14,41.92501,-87.679665,WHITE,MALE,22,1,54957,19918,2014-01-01,civilian_white,16
2014-06-28,2014-06-28T20:20:00Z,14,41.92055,-87.670975,HISPANIC,FEMALE,42,0,57437,19918,2014-06-01,civilian_hisp,20
2012-02-19,2012-02-19T18:25:00Z,6,41.745808,-87.66212,BLACK,FEMALE,39,0,44033,19924,2012-02-01,civilian_black,18
2012-02-26,2012-02-26T16:05:00Z,6,41.749615,-87.64402,BLACK,MALE,22,0,44112,19924,2012-02-01,civilian_black,16
2013-05-21,2013-05-21T18:25:00Z,6,41.749264,-87.66585,BLACK,MALE,19,0,51331,19924,2013-05-01,civilian_black,18
2014-01-10,2014-01-10T15:23:00Z,6,41.75771,-87.63143,BLACK,MALE,33,0,54817,19924,2014-01-01,civilian_black,15
2015-09-19,2015-09-19T00:36:00Z,NA,NA,NA,BLACK,MALE,44,0,64346,19927,2015-09-01,civilian_black,0
2015-12-24,2015-12-24T06:34:00Z,3,41.761444,-87.59088,BLACK,MALE,25,0,65655,19927,2015-12-01,civilian_black,6
2014-05-01,2014-05-01T11:00:00Z,10,41.84453,-87.704475,HISPANIC,FEMALE,34,0,56336,19938,2014-05-01,civilian_hisp,11
2014-07-06,2014-07-06T08:20:00Z,10,41.84468,-87.696266,WHITE,MALE,48,0,57633,19938,2014-07-01,civilian_white,8
2015-01-30,2015-01-30T13:49:00Z,10,41.83799,-87.72561,HISPANIC,MALE,40,0,60723,19938,2015-01-01,civilian_hisp,13
2012-07-11,2012-07-11T06:40:00Z,4,41.73997,-87.561195,HISPANIC,MALE,47,1,46434,19942,2012-07-01,civilian_hisp,6
2015-12-28,2015-12-28T16:35:00Z,3,NA,NA,BLACK,FEMALE,29,0,65698,19948,2015-12-01,civilian_black,16
2012-03-20,2012-03-20T17:50:00Z,11,NA,NA,BLACK,MALE,24,0,44466,19949,2012-03-01,civilian_black,17
2012-05-25,2012-05-25T16:55:00Z,11,41.88075,-87.72448,BLACK,MALE,23,0,45615,19949,2012-05-01,civilian_black,16
2013-02-10,2013-02-10T15:25:00Z,11,NA,NA,BLACK,MALE,35,0,49698,19949,2013-02-01,civilian_black,15
2013-03-12,2013-03-12T19:45:00Z,11,NA,NA,BLACK,FEMALE,34,0,50128,19949,2013-03-01,civilian_black,19
2012-06-14,2012-06-14T07:40:00Z,11,41.901737,-87.728745,BLACK,FEMALE,19,0,45932,19950,2012-06-01,civilian_black,7
2012-08-07,2012-08-07T09:09:00Z,11,41.880371,-87.7403475,BLACK,MALE,21,0,46969,19950,2012-08-01,civilian_black,9
2013-03-17,2013-03-17T07:15:00Z,11,NA,NA,HISPANIC,FEMALE,31,0,50208,19950,2013-03-01,civilian_hisp,7
2013-06-21,2013-06-21T09:14:00Z,11,41.878307,-87.70012,BLACK,MALE,29,1,51894,19950,2013-06-01,civilian_black,9
2014-02-16,2014-02-16T08:06:00Z,11,41.889095,-87.721016,BLACK,MALE,23,0,55249,19950,2014-02-01,civilian_black,8
2015-07-18,2015-07-18T10:52:00Z,12,41.881985,-87.69756,BLACK,MALE,21,0,63354,19950,2015-07-01,civilian_black,10
2013-01-08,2013-01-08T13:13:00Z,20,41.986412,-87.65811,BLACK,MALE,35,0,49243,19959,2013-01-01,civilian_black,13
2013-07-22,2013-07-22T11:48:00Z,20,NA,NA,BLACK,MALE,27,0,52431,19959,2013-07-01,civilian_black,11
2014-03-06,2014-03-06T22:20:00Z,4,41.746677,-87.59538,BLACK,MALE,19,0,55470,19982,2014-03-01,civilian_black,22
2014-03-12,2014-03-12T17:35:00Z,4,41.73049,-87.5634,BLACK,MALE,24,1,55556,19982,2014-03-01,civilian_black,17
2014-10-12,2014-10-12T19:19:00Z,4,41.74519,-87.545494,HISPANIC,MALE,39,1,59253,19982,2014-10-01,civilian_hisp,19
2014-12-27,2014-12-27T17:02:00Z,4,41.72922,-87.55125,BLACK,MALE,24,1,60298,19982,2014-12-01,civilian_black,17
2015-03-17,2015-03-17T18:10:00Z,4,41.74201,-87.54422,HISPANIC,MALE,20,1,61341,19982,2015-03-01,civilian_hisp,18
2015-07-08,2015-07-08T22:00:00Z,4,NA,NA,BLACK,MALE,52,1,63178,19982,2015-07-01,civilian_black,22
2015-07-09,2015-07-09T18:51:00Z,4,41.698208,-87.54009,HISPANIC,MALE,32,1,63195,19982,2015-07-01,civilian_hisp,18
2015-07-13,2015-07-13T21:43:00Z,4,41.72934,-87.54565,HISPANIC,MALE,38,1,63290,19982,2015-07-01,civilian_hisp,21
2015-10-06,2015-10-06T21:44:00Z,4,41.750988,-87.55289,BLACK,MALE,45,1,64670,19982,2015-10-01,civilian_black,21
2013-08-23,2013-08-23T19:58:00Z,17,41.96231,-87.71074,HISPANIC,MALE,24,0,52978,19986,2013-08-01,civilian_hisp,19
2014-07-25,2014-07-25T21:05:00Z,17,41.961025,-87.72212,WHITE,MALE,22,1,57983,19986,2014-07-01,civilian_white,21
2012-08-20,2012-08-20T19:25:00Z,14,41.909645,-87.67745,BLACK,FEMALE,21,0,47236,20006,2012-08-01,civilian_black,19
2015-08-03,2015-08-03T00:09:00Z,14,41.911224,-87.71335,BLACK,MALE,42,1,63647,20006,2015-08-01,civilian_black,0
2016-01-01,2016-01-01T05:50:00Z,14,41.905937,-87.66392,BLACK,MALE,44,0,65754,20006,2016-01-01,civilian_black,5
2016-01-01,2016-01-01T03:41:00Z,14,41.909313,-87.69575,BLACK,MALE,23,0,65752,20006,2016-01-01,civilian_black,3
2013-08-13,2013-08-13T00:50:00Z,25,41.925903,-87.73666,HISPANIC,MALE,22,0,52792,20016,2013-08-01,civilian_hisp,0
2014-04-27,2014-04-27T15:07:00Z,25,41.909706,-87.74064,BLACK,MALE,48,0,56280,20016,2014-04-01,civilian_black,15
2014-06-15,2014-06-15T16:32:00Z,25,41.90961,-87.74768,BLACK,MALE,36,1,57178,20016,2014-06-01,civilian_black,16
2014-08-27,2014-08-27T18:20:00Z,25,41.904003,-87.73127,BLACK,MALE,29,1,58595,20016,2014-08-01,civilian_black,18
2015-09-20,2015-09-20T21:20:00Z,25,41.922432,-87.74528,HISPANIC,MALE,28,0,64381,20016,2015-09-01,civilian_hisp,21
2014-01-30,2014-01-30T20:40:00Z,11,41.895493,-87.713356,BLACK,MALE,25,0,55031,20022,2014-01-01,civilian_black,20
2012-08-10,2012-08-10T22:05:00Z,6,41.735252,-87.62097,BLACK,MALE,22,0,47038,20025,2012-08-01,civilian_black,22
2015-07-19,2015-07-19T21:48:00Z,7,41.7896,-87.65476,BLACK,MALE,19,0,63397,20025,2015-07-01,civilian_black,21
2013-02-05,2013-02-05T09:30:00Z,22,41.71327,-87.64422,BLACK,MALE,56,0,49624,20026,2013-02-01,civilian_black,9
2012-04-29,2012-04-29T20:15:00Z,17,41.96721,-87.71945,HISPANIC,MALE,28,1,45088,20072,2012-04-01,civilian_hisp,20
2012-05-28,2012-05-28T22:23:00Z,17,41.96123,-87.702805,HISPANIC,MALE,19,1,45670,20072,2012-05-01,civilian_hisp,22
2013-04-28,2013-04-28T23:43:00Z,17,41.965885,-87.72797,BLACK,MALE,26,1,50892,20072,2013-04-01,civilian_black,23
2013-12-28,2013-12-28T06:04:00Z,18,41.900675,-87.62849,BLACK,MALE,19,0,54690,20087,2013-12-01,civilian_black,6
2012-06-05,2012-06-05T02:59:00Z,10,NA,NA,BLACK,MALE,26,0,45758,20090,2012-06-01,civilian_black,2
2012-08-28,2012-08-28T00:15:00Z,11,41.872677,-87.714874,BLACK,MALE,25,0,47359,20094,2012-08-01,civilian_black,0
2013-11-20,2013-11-20T14:53:00Z,11,41.884613,-87.73194,BLACK,FEMALE,19,0,54260,20094,2013-11-01,civilian_black,14
2014-04-06,2014-04-06T22:55:00Z,11,41.88907,-87.722244,BLACK,MALE,34,0,55907,20094,2014-04-01,civilian_black,22
2014-06-12,2014-06-12T20:38:00Z,15,41.87677,-87.74663,BLACK,MALE,43,1,57109,20094,2014-06-01,civilian_black,20
2012-05-15,2012-05-15T08:50:00Z,3,41.783085,-87.60845,BLACK,MALE,29,0,45399,20099,2012-05-01,civilian_black,8
2013-01-16,2013-01-16T13:09:00Z,3,41.779316,-87.609566,WHITE,MALE,31,0,49358,20099,2013-01-01,civilian_white,13
2015-05-03,2015-05-03T21:48:00Z,18,41.904858,-87.631485,HISPANIC,MALE,21,1,62039,20109,2015-05-01,civilian_hisp,21
2012-03-01,2012-03-01T22:20:00Z,25,41.92548,-87.739044,HISPANIC,MALE,45,0,44170,20110,2012-03-01,civilian_hisp,22
2012-05-19,2012-05-19T03:38:00Z,25,41.909767,-87.73513,HISPANIC,MALE,18,1,45458,20110,2012-05-01,civilian_hisp,3
2012-06-12,2012-06-12T22:40:00Z,25,41.90932,-87.72287,HISPANIC,MALE,33,0,45920,20110,2012-06-01,civilian_hisp,22
2012-08-11,2012-08-11T20:12:00Z,11,41.901573,-87.72262,BLACK,MALE,18,0,47062,20114,2012-08-01,civilian_black,20
2014-03-16,2014-03-16T03:25:00Z,11,41.899097,-87.718315,HISPANIC,MALE,30,1,55610,20119,2014-03-01,civilian_hisp,3
2014-07-19,2014-07-19T12:40:00Z,25,41.904045000000004,-87.757774,BLACK,FEMALE,19,0,57873,20122,2014-07-01,civilian_black,12
2014-08-23,2014-08-23T15:45:00Z,25,41.918503,-87.76437,WHITE,MALE,22,0,58498,20122,2014-08-01,civilian_white,15
2014-04-20,2014-04-20T03:15:00Z,11,41.884666,-87.72743,BLACK,MALE,34,0,56159,20123,2014-04-01,civilian_black,3
2014-06-07,2014-06-07T00:35:00Z,11,41.87105,-87.697556,BLACK,MALE,31,0,56983,20123,2014-06-01,civilian_black,0
2015-01-14,2015-01-14T01:04:00Z,11,41.896496,-87.727356,BLACK,MALE,27,1,60521,20123,2015-01-01,civilian_black,1
2015-05-25,2015-05-25T22:35:00Z,11,41.867073,-87.726456,BLACK,MALE,37,0,62360,20123,2015-05-01,civilian_black,22
2013-08-14,2013-08-14T18:05:00Z,3,41.759037,-87.562935,BLACK,FEMALE,34,1,52819,20136,2013-08-01,civilian_black,18
2015-08-02,2015-08-02T06:50:00Z,12,41.872196,-87.683754,BLACK,MALE,25,0,63637,20140,2015-08-01,civilian_black,6
2013-02-24,2013-02-24T12:48:00Z,9,41.851837,-87.63852,ASIAN/PACIFIC ISLANDER,MALE,NA,1,49881,20159,2013-02-01,civilian_aapi,12
2013-04-20,2013-04-20T07:59:00Z,9,41.83984,-87.66171,WHITE,MALE,33,0,50738,20159,2013-04-01,civilian_white,7
2015-07-01,2015-07-01T11:25:00Z,9,41.841797,-87.654594,HISPANIC,MALE,25,0,63043,20159,2015-07-01,civilian_hisp,11
